ID,Language,Category,Author,Title,Format,Primary_Source,Download_URL
130,French,"Poetry, Gothic & Early 20th Century",Arthur Rimbaud,Illuminations,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Arthur+Rimbaud+Illuminations
131,French,"Poetry, Gothic & Early 20th Century",Paul Verlaine,Poèmes saturniens,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Paul+Verlaine+Poèmes+saturniens
132,French,"Poetry, Gothic & Early 20th Century",Paul Verlaine,Romances sans paroles,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Paul+Verlaine+Romances+sans+paroles
133,French,"Poetry, Gothic & Early 20th Century",Paul Verlaine,Sagesse,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Paul+Verlaine+Sagesse
134,French,"Poetry, Gothic & Early 20th Century",Stéphane Mallarmé,Poésies,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Stéphane+Mallarmé+Poésies
135,French,"Poetry, Gothic & Early 20th Century",Guillaume Apollinaire,Alcools,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Guillaume+Apollinaire+Alcools
136,French,"Poetry, Gothic & Early 20th Century",Guillaume Apollinaire,Calligrammes,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Guillaume+Apollinaire+Calligrammes
137,French,"Poetry, Gothic & Early 20th Century",Jean de La Fontaine,Fables,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Jean+de+La+Fontaine+Fables
138,French,"Poetry, Gothic & Early 20th Century",Gérard de Nerval,Les Filles du feu,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Gérard+de+Nerval+Les+Filles+du+feu
139,French,"Poetry, Gothic & Early 20th Century",Gérard de Nerval,Aurélia,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Gérard+de+Nerval+Aurélia
140,French,"Poetry, Gothic & Early 20th Century",Alfred de Vigny,Les Destinées,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Alfred+de+Vigny+Les+Destinées
141,French,"Poetry, Gothic & Early 20th Century",Théophile Gautier,Émaux et Camées,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Théophile+Gautier+Émaux+et+Camées
142,French,"Poetry, Gothic & Early 20th Century",Théophile Gautier,Le Roman de la momie,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Théophile+Gautier+Le+Roman+de+la+momie
143,French,"Poetry, Gothic & Early 20th Century",Théophile Gautier,Capitaine Fracasse,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Théophile+Gautier+Capitaine+Fracasse
144,French,"Poetry, Gothic & Early 20th Century",Villiers de l'Isle-Adam,Contes cruels,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Villiers+de+l'Isle-Adam+Contes+cruels
145,French,"Poetry, Gothic & Early 20th Century",Villiers de l'Isle-Adam,L'Ève future,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Villiers+de+l'Isle-Adam+L'Ève+future
146,French,"Poetry, Gothic & Early 20th Century",Aloysius Bertrand,Gaspard de la Nuit,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Aloysius+Bertrand+Gaspard+de+la+Nuit
147,French,"Poetry, Gothic & Early 20th Century",Comte de Lautréamont,Les Chants de Maldoror,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Comte+de+Lautréamont+Les+Chants+de+Maldoror
148,French,"Poetry, Gothic & Early 20th Century",Octave Mirbeau,Le Journal d'une femme de chambre,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Octave+Mirbeau+Le+Journal+d'une+femme+de+chambre
149,French,"Poetry, Gothic & Early 20th Century",Octave Mirbeau,Le Jardin des supplices,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Octave+Mirbeau+Le+Jardin+des+supplices
150,French,"Poetry, Gothic & Early 20th Century",Marcel Proust,Du côté de chez Swann,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Marcel+Proust+Du+côté+de+chez+Swann
151,French,"Poetry, Gothic & Early 20th Century",Marcel Proust,À l'ombre des jeunes filles en fleurs,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Marcel+Proust+À+l'ombre+des+jeunes+filles+en+fleurs
152,French,"Poetry, Gothic & Early 20th Century",Marcel Proust,Le Côté de Guermantes,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Marcel+Proust+Le+Côté+de+Guermantes
153,French,"Poetry, Gothic & Early 20th Century",Marcel Proust,Sodome et Gomorrhe,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Marcel+Proust+Sodome+et+Gomorrhe
154,French,"Poetry, Gothic & Early 20th Century",Alain-Fournier,Le Grand Meaulnes,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Alain-Fournier+Le+Grand+Meaulnes
155,French,"Poetry, Gothic & Early 20th Century",Louis Pergaud,La Guerre des boutons,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Louis+Pergaud+La+Guerre+des+boutons
156,French,"Poetry, Gothic & Early 20th Century",Henri Barbusse,Le Feu,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Henri+Barbusse+Le+Feu
157,French,"Poetry, Gothic & Early 20th Century",Anatole France,Les dieux ont soif,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Anatole+France+Les+dieux+ont+soif
158,French,"Poetry, Gothic & Early 20th Century",Anatole France,Le Crime de Sylvestre Bonnard,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Anatole+France+Le+Crime+de+Sylvestre+Bonnard
159,French,"Poetry, Gothic & Early 20th Century",Anatole France,L'Île des Pingouins,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Anatole+France+L'Île+des+Pingouins
160,French,"Poetry, Gothic & Early 20th Century",Colette,Claudine à l'école,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Colette+Claudine+à+l'école
161,French,"Poetry, Gothic & Early 20th Century",Colette,Claudine à Paris,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Colette+Claudine+à+Paris
162,French,"Poetry, Gothic & Early 20th Century",Colette,Chéri,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Colette+Chéri
163,French,"Poetry, Gothic & Early 20th Century",Colette,La Vagabonde,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Colette+La+Vagabonde
164,French,"Poetry, Gothic & Early 20th Century",Romain Rolland,Jean-Christophe (Tome I),EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Romain+Rolland+Jean-Christophe+(Tome+I)
165,French,"Poetry, Gothic & Early 20th Century",Pierre Loti,Pêcheur d'Islande,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Pierre+Loti+Pêcheur+d'Islande
166,French,"Poetry, Gothic & Early 20th Century",Pierre Loti,Ramuntcho,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Pierre+Loti+Ramuntcho
167,French,"Poetry, Gothic & Early 20th Century",Alfred Jarry,Ubu Roi,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Alfred+Jarry+Ubu+Roi
168,French,"Poetry, Gothic & Early 20th Century",Raymond Radiguet,Le Diable au corps,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Raymond+Radiguet+Le+Diable+au+corps
169,French,"Poetry, Gothic & Early 20th Century",Raymond Radiguet,Le Bal du comte d'Orgel,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Raymond+Radiguet+Le+Bal+du+comte+d'Orgel
170,French,"Poetry, Gothic & Early 20th Century",Charles-Louis Philippe,Bubu de Montparnasse,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Charles-Louis+Philippe+Bubu+de+Montparnasse
171,French,"Poetry, Gothic & Early 20th Century",Émile Chartier (Alain),Propos sur le bonheur,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Émile+Chartier+(Alain)+Propos+sur+le+bonheur
172,French,"Poetry, Gothic & Early 20th Century",Paul Valéry,La Jeune Parque,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Paul+Valéry+La+Jeune+Parque
173,French,"Poetry, Gothic & Early 20th Century",Paul Claudel,L'Annonce faite à Marie,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Paul+Claudel+L'Annonce+faite+à+Marie
174,French,"Poetry, Gothic & Early 20th Century",André Gide,Les Nourritures terrestres,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=André+Gide+Les+Nourritures+terrestres
175,French,"Poetry, Gothic & Early 20th Century",André Gide,La Porte étroite,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=André+Gide+La+Porte+étroite
176,French,"Poetry, Gothic & Early 20th Century",André Gide,L'Immoraliste,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=André+Gide+L'Immoraliste
177,French,"Poetry, Gothic & Early 20th Century",Guillaume Apollinaire,Les Lèvres closes,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Guillaume+Apollinaire+Les+Lèvres+closes
178,French,"Poetry, Gothic & Early 20th Century",Gaston de Caillavet & Robert de Flers,L'Habit vert,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Gaston+de+Caillavet+&+Robert+de+Flers+L'Habit+vert
179,French,"Poetry, Gothic & Early 20th Century",Maurice Maeterlinck,Pelléas et Mélisande,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Maurice+Maeterlinck+Pelléas+et+Mélisande
180,French,"Poetry, Gothic & Early 20th Century",Charles Péguy,Notre Jeunesse,EPUB / MOBI,Ebooksgratuits / NosLivres,https://www.noslivres.net/recherche.php?q=Charles+Péguy+Notre+Jeunesse
181,English,"Gothic, Mystery & Adventure",Arthur Conan Doyle,The Adventures of Sherlock Holmes,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/arthur-conan-doyle/the-adventures-of-sherlock-holmes
182,English,"Gothic, Mystery & Adventure",Arthur Conan Doyle,The Memoirs of Sherlock Holmes,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/arthur-conan-doyle/the-memoirs-of-sherlock-holmes
183,English,"Gothic, Mystery & Adventure",Arthur Conan Doyle,The Return of Sherlock Holmes,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/arthur-conan-doyle/the-return-of-sherlock-holmes
184,English,"Gothic, Mystery & Adventure",Arthur Conan Doyle,The Hound of the Baskervilles,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/arthur-conan-doyle/the-hound-of-the-baskervilles
185,English,"Gothic, Mystery & Adventure",Arthur Conan Doyle,A Study in Scarlet,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/arthur-conan-doyle/a-study-in-scarlet
186,English,"Gothic, Mystery & Adventure",Arthur Conan Doyle,The Sign of the Four,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/arthur-conan-doyle/the-sign-of-the-four
187,English,"Gothic, Mystery & Adventure",Bram Stoker,Dracula,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/bram-stoker/dracula
188,English,"Gothic, Mystery & Adventure",Mary Shelley,Frankenstein,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/mary-shelley/frankenstein
189,English,"Gothic, Mystery & Adventure",Robert Louis Stevenson,Treasure Island,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/robert-louis-stevenson/treasure-island
190,English,"Gothic, Mystery & Adventure",Robert Louis Stevenson,Strange Case of Dr Jekyll and Mr Hyde,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/robert-louis-stevenson/strange-case-of-dr-jekyll-and-mr-hyde
191,English,"Gothic, Mystery & Adventure",Robert Louis Stevenson,Kidnapped,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/robert-louis-stevenson/kidnapped
192,English,"Gothic, Mystery & Adventure",Herman Melville,Moby-Dick,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/herman-melville/moby-dick
193,English,"Gothic, Mystery & Adventure",Herman Melville,"Bartleby, the Scrivener",EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/herman-melville/bartleby-the-scrivener
194,English,"Gothic, Mystery & Adventure",H.G. Wells,The Time Machine,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/hg-wells/the-time-machine
195,English,"Gothic, Mystery & Adventure",H.G. Wells,The War of the Worlds,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/hg-wells/the-war-of-the-worlds
196,English,"Gothic, Mystery & Adventure",H.G. Wells,The Invisible Man,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/hg-wells/the-invisible-man
197,English,"Gothic, Mystery & Adventure",H.G. Wells,The Island of Doctor Moreau,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/hg-wells/the-island-of-doctor-moreau
198,English,"Gothic, Mystery & Adventure",Daniel Defoe,Robinson Crusoe,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/daniel-defoe/robinson-crusoe
199,English,"Gothic, Mystery & Adventure",Daniel Defoe,Moll Flanders,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/daniel-defoe/moll-flanders
200,English,"Gothic, Mystery & Adventure",Jack London,The Call of the Wild,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/jack-london/the-call-of-the-wild
201,English,"Gothic, Mystery & Adventure",Jack London,White Fang,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/jack-london/white-fang
202,English,"Gothic, Mystery & Adventure",Jack London,The Sea-Wolf,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/jack-london/the-sea-wolf
203,English,"Gothic, Mystery & Adventure",Jack London,Martin Eden,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/jack-london/martin-eden
204,English,"Gothic, Mystery & Adventure",Edgar Allan Poe,Tales of the Grotesque and Arabesque,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/edgar-allan-poe/tales-of-the-grotesque-and-arabesque
205,English,"Gothic, Mystery & Adventure",Wilkie Collins,The Woman in White,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/wilkie-collins/the-woman-in-white
206,English,"Gothic, Mystery & Adventure",Wilkie Collins,The Moonstone,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/wilkie-collins/the-moonstone
207,English,"Gothic, Mystery & Adventure",G.K. Chesterton,The Innocence of Father Brown,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/gk-chesterton/the-innocence-of-father-brown
208,English,"Gothic, Mystery & Adventure",G.K. Chesterton,The Man Who Was Thursday,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/gk-chesterton/the-man-who-was-thursday
209,English,"Gothic, Mystery & Adventure",Rider Haggard,King Solomon's Mines,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/rider-haggard/king-solomons-mines
210,English,"Gothic, Mystery & Adventure",Rider Haggard,She: A History of Adventure,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/rider-haggard/she-a-history-of-adventure
211,English,"Gothic, Mystery & Adventure",Joseph Sheridan Le Fanu,Carmilla,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/joseph-sheridan-le-fanu/carmilla
212,English,"Gothic, Mystery & Adventure",Horace Walpole,The Castle of Otranto,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/horace-walpole/the-castle-of-otranto
213,English,"Gothic, Mystery & Adventure",Ann Radcliffe,The Mysteries of Udolpho,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/ann-radcliffe/the-mysteries-of-udolpho
214,English,"Gothic, Mystery & Adventure",Edgar Rice Burroughs,Tarzan of the Apes,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/edgar-rice-burroughs/tarzan-of-the-apes
215,English,"Gothic, Mystery & Adventure",Edgar Rice Burroughs,A Princess of Mars,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/edgar-rice-burroughs/a-princess-of-mars
216,English,"Romance, Society & Victorian Realism",Jane Austen,Pride and Prejudice,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/jane-austen/pride-and-prejudice
217,English,"Romance, Society & Victorian Realism",Jane Austen,Sense and Sensibility,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/jane-austen/sense-and-sensibility
218,English,"Romance, Society & Victorian Realism",Jane Austen,Emma,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/jane-austen/emma
219,English,"Romance, Society & Victorian Realism",Jane Austen,Mansfield Park,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/jane-austen/mansfield-park
220,English,"Romance, Society & Victorian Realism",Jane Austen,Persuasion,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/jane-austen/persuasion
221,English,"Romance, Society & Victorian Realism",Jane Austen,Northanger Abbey,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/jane-austen/northanger-abbey
222,English,"Romance, Society & Victorian Realism",Charlotte Brontë,Jane Eyre,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/charlotte-brontë/jane-eyre
223,English,"Romance, Society & Victorian Realism",Charlotte Brontë,Villette,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/charlotte-brontë/villette
224,English,"Romance, Society & Victorian Realism",Emily Brontë,Wuthering Heights,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/emily-brontë/wuthering-heights
225,English,"Romance, Society & Victorian Realism",Anne Brontë,The Tenant of Wildfell Hall,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/anne-brontë/the-tenant-of-wildfell-hall
226,English,"Romance, Society & Victorian Realism",Charles Dickens,Great Expectations,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/charles-dickens/great-expectations
227,English,"Romance, Society & Victorian Realism",Charles Dickens,A Tale of Two Cities,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/charles-dickens/a-tale-of-two-cities
228,English,"Romance, Society & Victorian Realism",Charles Dickens,David Copperfield,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/charles-dickens/david-copperfield
229,English,"Romance, Society & Victorian Realism",Charles Dickens,Oliver Twist,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/charles-dickens/oliver-twist
230,English,"Romance, Society & Victorian Realism",Charles Dickens,Bleak House,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/charles-dickens/bleak-house
231,English,"Romance, Society & Victorian Realism",Charles Dickens,A Christmas Carol,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/charles-dickens/a-christmas-carol
232,English,"Romance, Society & Victorian Realism",Charles Dickens,Nicholas Nickleby,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/charles-dickens/nicholas-nickleby
233,English,"Romance, Society & Victorian Realism",George Eliot,Middlemarch,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/george-eliot/middlemarch
234,English,"Romance, Society & Victorian Realism",George Eliot,Silas Marner,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/george-eliot/silas-marner
235,English,"Romance, Society & Victorian Realism",George Eliot,The Mill on the Floss,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/george-eliot/the-mill-on-the-floss
236,English,"Romance, Society & Victorian Realism",Thomas Hardy,Tess of the d'Urbervilles,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/thomas-hardy/tess-of-the-durbervilles
237,English,"Romance, Society & Victorian Realism",Thomas Hardy,Far from the Madding Crowd,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/thomas-hardy/far-from-the-madding-crowd
238,English,"Romance, Society & Victorian Realism",Thomas Hardy,Jude the Obscure,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/thomas-hardy/jude-the-obscure
239,English,"Romance, Society & Victorian Realism",William Makepeace Thackeray,Vanity Fair,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/william-makepeace-thackeray/vanity-fair
240,English,"Romance, Society & Victorian Realism",Elizabeth Gaskell,North and South,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/elizabeth-gaskell/north-and-south
241,English,"Romance, Society & Victorian Realism",Elizabeth Gaskell,Cranford,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/elizabeth-gaskell/cranford
242,English,"Romance, Society & Victorian Realism",Louisa May Alcott,Little Women,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/louisa-may-alcott/little-women
243,English,"Romance, Society & Victorian Realism",L.M. Montgomery,Anne of Green Gables,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/lm-montgomery/anne-of-green-gables
244,English,"Romance, Society & Victorian Realism",Frances Hodgson Burnett,The Secret Garden,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/frances-hodgson-burnett/the-secret-garden
245,English,"Romance, Society & Victorian Realism",Frances Hodgson Burnett,A Little Princess,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/frances-hodgson-burnett/a-little-princess
246,English,"Romance, Society & Victorian Realism",Edith Wharton,The Age of Innocence,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/edith-wharton/the-age-of-innocence
247,English,"Romance, Society & Victorian Realism",Edith Wharton,The House of Mirth,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/edith-wharton/the-house-of-mirth
248,English,"Romance, Society & Victorian Realism",Edith Wharton,Ethan Frome,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/edith-wharton/ethan-frome
249,English,"Romance, Society & Victorian Realism",Henry James,The Portrait of a Lady,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/henry-james/the-portrait-of-a-lady
250,English,"Romance, Society & Victorian Realism",Henry James,The Turn of the Screw,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/henry-james/the-turn-of-the-screw
251,English,"Romance, Society & Victorian Realism",Henry James,Daisy Miller,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/henry-james/daisy-miller
252,English,"Romance, Society & Victorian Realism",Anthony Trollope,Barchester Towers,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/anthony-trollope/barchester-towers
253,English,"Romance, Society & Victorian Realism",E.M. Forster,A Room with a View,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/em-forster/a-room-with-a-view
254,English,"Romance, Society & Victorian Realism",E.M. Forster,Howards End,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/em-forster/howards-end
255,English,"Romance, Society & Victorian Realism",Kate Chopin,The Awakening,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/kate-chopin/the-awakening
256,English,"Romance, Society & Victorian Realism",Willa Cather,My Ántonia,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/willa-cather/my-ántonia
257,English,"Romance, Society & Victorian Realism",W. Somerset Maugham,Of Human Bondage,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/w-somerset-maugham/of-human-bondage
258,English,"Romance, Society & Victorian Realism",W. Somerset Maugham,The Moon and Sixpence,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/w-somerset-maugham/the-moon-and-sixpence
259,English,"Romance, Society & Victorian Realism",Sinclair Lewis,Main Street,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/sinclair-lewis/main-street
260,English,"Romance, Society & Victorian Realism",Sinclair Lewis,Babbitt,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/sinclair-lewis/babbitt
261,English,"Satire, Modernism, Drama & Philosophy",Oscar Wilde,The Picture of Dorian Gray,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/oscar-wilde/the-picture-of-dorian-gray
262,English,"Satire, Modernism, Drama & Philosophy",Oscar Wilde,The Importance of Being Earnest,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/oscar-wilde/the-importance-of-being-earnest
263,English,"Satire, Modernism, Drama & Philosophy",Oscar Wilde,De Profundis,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/oscar-wilde/de-profundis
264,English,"Satire, Modernism, Drama & Philosophy",F. Scott Fitzgerald,The Great Gatsby,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/f-scott-fitzgerald/the-great-gatsby
265,English,"Satire, Modernism, Drama & Philosophy",F. Scott Fitzgerald,This Side of Paradise,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/f-scott-fitzgerald/this-side-of-paradise
